Timestamp,Entity Name,IP - LIMPOS
2025-08-04 00:06:00,INVERSOR_1,0
2025-08-04 00:16:00,INVERSOR_1,0
2025-08-04 00:26:00,INVERSOR_1,0
2025-08-04 00:36:00,INVERSOR_1,0
2025-08-04 00:46:00,INVERSOR_1,0
2025-08-04 00:56:00,INVERSOR_1,0
2025-08-04 01:06:00,INVERSOR_1,0
2025-08-04 01:16:00,INVERSOR_1,0
2025-08-04 01:26:00,INVERSOR_1,0
2025-08-04 01:36:00,INVERSOR_1,0
2025-08-04 01:46:00,INVERSOR_1,0
2025-08-04 01:56:00,INVERSOR_1,0
2025-08-04 02:06:00,INVERSOR_1,0
2025-08-04 02:16:00,INVERSOR_1,0
2025-08-04 02:26:00,INVERSOR_1,0
2025-08-04 02:36:00,INVERSOR_1,0
2025-08-04 02:46:00,INVERSOR_1,0
2025-08-04 02:56:00,INVERSOR_1,0
2025-08-04 03:06:00,INVERSOR_1,0
2025-08-04 03:16:00,INVERSOR_1,0
2025-08-04 03:26:00,INVERSOR_1,0
2025-08-04 03:36:00,INVERSOR_1,0
2025-08-04 03:46:00,INVERSOR_1,0
2025-08-04 03:56:00,INVERSOR_1,0
2025-08-04 04:06:00,INVERSOR_1,0
2025-08-04 04:16:00,INVERSOR_1,0
2025-08-04 04:26:00,INVERSOR_1,0
2025-08-04 04:36:00,INVERSOR_1,0
2025-08-04 04:46:00,INVERSOR_1,0
2025-08-04 04:56:00,INVERSOR_1,0
2025-08-04 05:06:00,INVERSOR_1,0
2025-08-04 05:16:00,INVERSOR_1,0
2025-08-04 05:26:00,INVERSOR_1,0
2025-08-04 05:36:00,INVERSOR_1,0
2025-08-04 05:46:00,INVERSOR_1,0
2025-08-04 05:56:00,INVERSOR_1,0
2025-08-04 06:06:00,INVERSOR_1,24.210.526.315.789.400
2025-08-04 06:16:00,INVERSOR_1,2.325.862.068.965.510
2025-08-04 06:26:00,INVERSOR_1,808.701.754.385.965
2025-08-04 06:36:00,INVERSOR_1,14.980.172.413.793.100
2025-08-04 06:46:00,INVERSOR_1,2.241.561.403.508.770
2025-08-04 06:56:00,INVERSOR_1,31.619.310.344.827.500
2025-08-04 07:06:00,INVERSOR_1,2.790.155.172.413.790
2025-08-04 07:16:00,INVERSOR_1,36.495.964.912.280.700
2025-08-04 07:26:00,INVERSOR_1,4.028.051.724.137.930
2025-08-04 07:36:00,INVERSOR_1,44.282.456.140.350.800
